item_id,developer,title,genres,price,release_year
773120,Unknown Indie Devs,Christmas Santa Troubles,"['Adventure', 'Casual', 'Indie']",0.0,2017.0
680970,,,,0.0,
754360,The Commander,Underdone - Soundtrack,"['Action', 'Adventure', 'RPG']",8.99,2018.0
716110,"lalalaZero,Urbanoff",Bitcoin Clicker,"['Adventure', 'Casual', 'Indie', 'RPG']",0.99,2018.0
1640,Strategy First,Disciples II: Gallean's Return,['Strategy'],6.99,2006.0
1630,Strategy First,Disciples II: Rise of the Elves,['Strategy'],6.99,2006.0
2400,Outerlight Ltd.,The Ship: Murder Party,"['Action', 'Indie', 'RPG']",9.99,2006.0
662570,Zachary M Thomas,United Tactics,['Strategy'],0.0,
381620,Breakout Studio,Life of Rome,"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",0.0,2017.0
714020,"zha7,Phaedruns,Yingke Wu",Idle Adventure,"['Adventure', 'Free to Play', 'RPG', 'Early Access']",0.0,
541930,,,,0.0,
759920,Ultraint,Souland,"['Action', 'Indie', 'Strategy', 'Early Access']",7.99,2017.0
659780,Seth Albertus,Darkness and a Crowd,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",0.0,2018.0
603280,TPM.CO SOFT WORKS,TAROTICA VOO DOO,"['Action', 'Adventure', 'Indie', 'RPG']",10.99,2017.0
753110,Wonderbox Games,Chronicles of Vinland,"['Casual', 'Strategy', 'Early Access']",9.99,2017.0
753100,Wonderbox Games,Orbitality,"['Action', 'Indie']",9.99,2017.0
769350,,,,29.99,
764280,Mad Unicorn Games,Atomic Adam: Episode 1,"['Action', 'Adventure', 'Casual']",1.99,2017.0
374970,,,,0.0,
758550,Emanon Studios,Mirt. Tales of the Cold Land. Chapter 2,"['Adventure', 'Casual', 'Free to Play', 'Indie']",0.99,2017.0
3800,GlyphX Games,Advent Rising,['Action'],9.99,2005.0
1520,Introversion Software,DEFCON,"['Indie', 'Strategy']",9.99,2006.0
2420,Outerlight Ltd.,The Ship: Single Player,"['Action', 'Indie', 'RPG']",9.99,2006.0
4000,Facepunch Studios,Garry's Mod,"['Indie', 'Simulation']",9.99,2006.0
4230,SimBin,RACE - The WTCC Game,['Racing'],39.99,2006.0
4900,Unknown Worlds Entertainment,Zen of Sudoku,"['Casual', 'Indie']",0.0,2006.0
2520,"CINEMAX, s.r.o.",Gumboy - Crazy Adventures™,"['Casual', 'Indie']",4.99,2006.0
6200,Sick Puppies,Ghost Master®,['Strategy'],4.99,2003.0
6210,Deepred,Vegas: Make It Big™,['Strategy'],4.99,2006.0
6300,Funcom,Dreamfall: The Longest Journey,"['Adventure', 'RPG']",19.99,2006.0
2990,Bugbear Entertainment,FlatOut 2™,['Racing'],9.99,2006.0
6220,Bugbear Entertainment,FlatOut,['Racing'],7.49,2005.0
6510,"CAPCOM Co., Ltd.",Lost Planet™: Extreme Condition,"['Action', 'Adventure']",14.99,2007.0
3980,"FireFly Studios,Firaxis Games",CivCity: Rome,['Strategy'],9.99,2006.0
1700,Arkane Studios,Arx Fatalis,['RPG'],4.99,2002.0
6310,Funcom,The Longest Journey,"['Action', 'Adventure', 'RPG']",9.99,2000.0
3990,Firaxis Games,Civilization IV®: Warlords,['Strategy'],4.99,2006.0
7610,PopTop,Railroad Tycoon 3,['Strategy'],9.99,2003.0
7600,"Firaxis Games,Feral Interactive (Mac)",Sid Meier's Railroads!,['Strategy'],9.99,2006.0
7620,PopTop,Railroad Tycoon II Platinum,['Strategy'],4.99,1998.0
2540,Elephant Games,RIP - Trilogy™,"['Casual', 'Indie']",4.99,2007.0
7650,"MicroProse Software, Inc",X-COM: Terror From the Deep,['Strategy'],4.99,1995.0
8000,"Crystal Dynamics,Feral Interactive (Mac)",Tomb Raider: Anniversary,"['Action', 'Adventure']",8.99,2007.0
6550,"CAPCOM Co., Ltd.",Devil May Cry® 3 Special Edition,['Action'],19.99,2006.0
8200,Telltale Games,Sam &amp; Max 101: Culture Shock,"['Action', 'Adventure']",19.99,2006.0
2290,id Software,Final DOOM,['Action'],4.99,1996.0
2570,Freegamer,Vigil: Blood Bitterness™,"['Indie', 'RPG']",0.0,2007.0
8210,Telltale Games,Sam &amp; Max 102: Situation: Comedy,"['Action', 'Adventure']",19.99,2006.0
2280,id Software,Ultimate Doom,['Action'],4.99,1995.0
9160,id Software,Master Levels for Doom II,['Action'],14.99,1995.0
2300,id Software,DOOM II,['Action'],4.99,1994.0
2270,id Software,Wolfenstein 3D,['Action'],4.99,1994.0
9010,Gray Matter Studios,Return to Castle Wolfenstein,['Action'],4.99,2001.0
9040,Ritual Entertainment,QUAKE Mission Pack 1: Scourge of Armagon,['Action'],2.99,1997.0
9000,id Software,Spear of Destiny,['Action'],2.99,1993.0
3810,Terminal Reality,BloodRayne,['Action'],9.99,2003.0
9030,Rogue Entertainment,QUAKE Mission Pack 2: Dissolution of Eternity,['Action'],2.99,2007.0
2310,id Software,QUAKE,['Action'],4.99,2007.0
3230,Metamorf,Genesis Rising,['Strategy'],4.99,2007.0
9310,Relic Entertainment,"Warhammer® 40,000: Dawn of War® – Winter Assault",['Strategy'],12.99,2006.0
7670,"2K Boston,2K Australia",BioShock™,"['Action', 'RPG']",19.99,2007.0
4570,Relic Entertainment,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",['Strategy'],12.99,2006.0
4580,Relic Entertainment,"Warhammer® 40,000: Dawn of War® - Dark Crusade",['Strategy'],12.99,2006.0
4760,The Creative Assembly,Rome: Total War™ - Collection,['Strategy'],9.99,2004.0
4770,The Creative Assembly,Rome: Total War™ - Alexander,['Strategy'],4.99,2006.0
50970,Big Fish Games,Mystery Case Files: Madame Fate®,['Casual'],6.99,2007.0
12170,Rockstar North,Grand Theft Auto,['Action'],0.0,1998.0
12180,Rockstar North,Grand Theft Auto 2,['Action'],0.0,1999.0
12130,Rockstar North,Manhunt,['Action'],9.99,2004.0
12160,Rockstar San Diego,Midnight Club 2,['Racing'],9.99,2003.0
12150,Remedy Entertainment,Max Payne 2: The Fall of Max Payne,['Action'],9.99,2003.0
7000,Crystal Dynamics,Tomb Raider: Legend,"['Action', 'Adventure']",6.99,2006.0
12140,Remedy Entertainment,Max Payne,['Action'],9.99,2001.0
17480,EA Los Angeles,Command &amp; Conquer: Red Alert 3,['Strategy'],19.99,2008.0
12500,Infinite Interactive,PuzzleQuest: Challenge of the Warlords,['Casual'],9.99,2007.0
12310,Momentum Digital Media Technologies,Culpa Innata,"['RPG', 'Casual', 'Adventure']",9.99,2007.0
12510,"Gamebryo,Virtual Playground",Prison Tycoon 3™: Lockdown,['Strategy'],9.99,2007.0
12530,SCS Software,Hunting Unlimited™ 2008,"['Action', 'Adventure', 'Strategy']",9.99,2007.0
12520,SCS Software,18 Wheels of Steel: American Long Haul,['Racing'],9.99,2007.0
8100,Pivotal Games,Conflict: Denied Ops,['Action'],5.99,2008.0
2780,Bohemia Interactive,ARMA: Combat Operations,['Action'],7.99,2007.0
9730,,Tycoon City: New York,['Simulation'],9.99,2006.0
9710,Spellbound,Desperados 2: Cooper's Revenge,['Action'],9.99,2006.0
9800,Haggard Games,Death to Spies,"['Action', 'Adventure']",4.99,2007.0
9760,Eugen Systems,Act of War: High Treason,['Action'],2.99,2006.0
2700,"Frontier,Aspyr (Mac)",RollerCoaster Tycoon® 3: Platinum,"['Simulation', 'Strategy']",19.99,2006.0
2710,Eugen Systems,Act of War: Direct Action,['Action'],2.99,2005.0
13200,"Epic Games, Inc.",Unreal 2: The Awakening,['Action'],14.99,2003.0
13250,"Epic Games, Inc.",Unreal Gold,['Action'],9.99,1998.0
13000,Sanzaru Games,Ninja Reflex: Steamworks Edition,"['Casual', 'Indie']",4.99,2008.0
13560,Ubisoft,Tom Clancy's Splinter Cell®,['Action'],9.99,2003.0
13520,Crytek Studios,Far Cry®,['Action'],9.99,2004.0
13240,"Epic Games, Inc.",Unreal Tournament: Game of the Year Edition,['Action'],9.99,2000.0
13540,Ubisoft Montreal,Tom Clancy's Rainbow Six® Vegas,['Action'],9.99,2006.0
15210,Ubisoft,Silent Hunter® III,['Simulation'],9.99,2005.0
16180,Last Day of Work,Virtual Villagers - The Secret City,"['Casual', 'Simulation']",9.99,2008.0
3520,SpinTop Games,Mystery P.I.™ - The Vegas Heist,['Casual'],4.99,2008.0
15970,MumboJumbo,Luxor,['Casual'],9.99,2008.0
15950,MumboJumbo,Reaxxion,['Casual'],9.99,2008.0
15960,MumboJumbo,Little Farm,['Casual'],9.99,2008.0
15900,MumboJumbo,7 Wonders II,['Casual'],9.99,2008.0
15910,MumboJumbo,Luxor Amun Rising,['Casual'],9.99,2005.0
15930,MumboJumbo,Luxor 3,['Casual'],9.99,2007.0
15160,Ubisoft,Petz® Horsez® 2,['Simulation'],9.99,2007.0
15920,MumboJumbo,Luxor 2,['Casual'],9.99,2005.0
15080,"Ubisoft Bulgaria,Ubisoft Montpellier",Rayman Raving Rabbids™,"['Action', 'Adventure']",9.99,2007.0
15200,Ubisoft Romania,Silent Hunter®: Wolves of the Pacific,['Simulation'],9.99,2007.0
15320,1C: Maddox Games,IL-2 Sturmovik: 1946,['Simulation'],9.99,2006.0
15240,Ubisoft Romania,Silent Hunter®: Wolves of the Pacific U-Boat Missions,['Simulation'],9.99,2008.0
8310,Telltale Games,Bone: Out From Boneville,['Adventure'],9.99,2005.0
12600,"Merscom,Babylon",Midnight Outlaw: 6 Hours to SunUp,['Racing'],9.99,2005.0
8320,Telltale Games,Bone: The Great Cow Race,['Adventure'],9.99,2006.0
12590,BigAnt Studios,Sprint Cars Road to Knoxville,['Racing'],9.99,2008.0
12580,Zemnott,Dr. Daisy Pet Vet,,9.99,2008.0
12560,Gabriel Entertainment,Ride! Carnival Tycoon,['Simulation'],9.99,2007.0
12570,Zemnott,Hot Dish,,9.99,2008.0
12540,Zemnott,Mahjongg Investigations: Under Suspicion,['Casual'],9.99,2007.0
11050,Frogwares,Dracula Origin,['Adventure'],9.99,2008.0
10520,Eurocom,Beijing 2008™ - The Official Video Game of the Olympic Games,['Sports'],0.0,2008.0
11040,Frogwares,Sherlock Holmes - Nemesis,"['Adventure', 'RPG']",9.99,2008.0
19500,"Luc Bernard,SilverSphereStudios",Eternity's Child,"['Adventure', 'Indie']",4.99,2008.0
11260,Lesta Studio,Pacific Storm Allies,"['Simulation', 'Strategy']",7.99,2007.0
19200,Dialogue Design,Tank Universal,"['Action', 'Indie']",4.99,2008.0
12360,Bugbear Entertainment,FlatOut: Ultimate Carnage,['Racing'],19.99,2008.0
15710,Oddworld Inhabitants,Oddworld: Abe's Exoddus®,['Adventure'],2.99,1998.0
15700,Oddworld Inhabitants,Oddworld: Abe's Oddysee®,['Adventure'],2.99,1997.0
8660,SimBin,GTR Evolution Expansion Pack for RACE 07,['Racing'],7.99,2008.0
7770,"MicroProse Software, Inc",X-COM: Enforcer,['Strategy'],4.99,2001.0
7660,"MicroProse Software, Inc",X-COM: Apocalypse,['Strategy'],4.99,1997.0
7760,"MicroProse Software, Inc",X-COM: UFO Defense,['Strategy'],4.99,1993.0
20510,GSC Game World,S.T.A.L.K.E.R.: Clear Sky,"['Action', 'RPG']",9.99,2008.0
17330,Crytek,Crysis Warhead®,['Action'],19.99,2008.0
17300,Crytek,Crysis,['Action'],19.99,2007.0
7730,"MicroProse Software, Inc",X-COM: Interceptor,['Strategy'],4.99,1998.0
20900,CD PROJEKT RED,The Witcher: Enhanced Edition Director's Cut,"['Action', 'RPG']",9.99,2008.0
1530,Introversion Software,Multiwinia,['Indie'],9.99,2008.0
8690,SimBin,STCC - The Game 1 - Expansion Pack for RACE 07,['Racing'],2.99,2008.0
17120,"Tilted Mill Entertainment, Inc.",Children of the Nile: Alexandria,"['Strategy', 'Simulation']",2.49,2008.0
16810,Firaxis Games,Sid Meier's Civilization IV: Colonization,['Strategy'],19.99,2008.0
19830,"Red Storm Entertainment,Ubisoft Montreal",Tom Clancy's Rainbow Six® 3 Gold,['Action'],9.99,2003.0
21000,Traveller's Tales,LEGO Batman,"['Action', 'Adventure']",19.99,2008.0
4460,Monte Cristo,City Life 2008,"['Simulation', 'Strategy']",9.99,2008.0
17140,"Tilted Mill Entertainment, Inc.",Hinterland,"['RPG', 'Strategy']",9.99,2008.0
15390,Gearbox Software,Brothers in Arms: Hell's Highway™,['Action'],9.99,2008.0
21300,Dark Castle Software,Gravitron 2,"['Indie', 'Casual']",4.99,2008.0
3050,Techland,Xpand Rally Xtreme,['Racing'],4.99,2006.0
15380,Nival,Heroes of Might &amp; Magic V: Hammers of Fate,['Strategy'],9.99,2006.0
19800,Gearbox Software,Brothers in Arms: Earned in Blood™,['Action'],9.99,2005.0
15370,Nival,Heroes of Might &amp; Magic V: Tribes of the East,['Strategy'],9.99,2007.0
19930,Blue Byte,The Settlers®: Rise Of An Empire Gold Edition,['Strategy'],19.99,2008.0
15350,Ubisoft,Brain Spa,['Casual'],9.99,2007.0
19810,Red Storm Entertainment,The Sum of All Fears,['Action'],9.99,2002.0
3540,"PopCap Games, Inc.",Peggle™ Nights,['Casual'],4.99,2008.0
22000,2D BOY,World of Goo,['Indie'],9.99,2008.0
2820,Egosoft,X3: Terran Conflict,"['Action', 'Simulation', 'Strategy']",15.99,2008.0
1230,Sandstorm Productions,Mare Nostrum,['Action'],0.0,2008.0
18300,Shorebound Studios,Spectraball,"['Casual', 'Indie']",4.99,2008.0
20200,Perpetual FX Creative,Galactic Bowling,"['Indie', 'Casual', 'Sports']",19.99,2008.0
12200,Rockstar New England,Bully: Scholarship Edition,"['Action', 'Adventure']",14.99,2008.0
19900,Ubisoft Montreal,Far Cry® 2: Fortune's Edition,['Action'],9.99,2008.0
11240,Meridian4,Space Trader: Merchant Marine,"['Action', 'Indie', 'Strategy']",4.99,2008.0
256522,RailSimulator.com,PRR Wagon Pack 01,['Simulation'],4.99,2009.0
275144,RailSimulator.com,"Class 421 London South East ""Jaffa Cake""",['Simulation'],4.99,2009.0
256521,RailSimulator.com,ATSF Wagon Pack 01,['Simulation'],4.99,2009.0
222569,Reppo,GP20 Union Pacific Add-on Livery,['Simulation'],4.99,2009.0
256535,RailSimulator.com,UK Van Wagon Pack,['Simulation'],4.99,2009.0
256611,Dovetail Games,CSX SD70MAC Add-on Livery,['Simulation'],4.99,2009.0
256576,Dovetail Games,CSX ES44AC Add-on Livery,['Simulation'],4.99,2009.0
9480,Volition,Saints Row 2,['Action'],9.99,2009.0
17470,EA Redwood Shores,Dead Space,['Action'],19.99,2008.0
12770,Liquid Entertainment,Rise of the Argonauts,['RPG'],9.99,2008.0
17410,DICE,Mirror's Edge™,"['Action', 'Adventure']",19.99,2009.0
18500,Hidden Path Entertainment,Defense Grid: The Awakening,"['Indie', 'Strategy']",9.99,2008.0
16450,Monolith,F.E.A.R. 2: Project Origin,['Action'],14.99,2009.0
15400,Oxeye Game Studio,Harvest: Massive Encounter,"['Strategy', 'Indie']",7.99,2008.0
18600,Inventive Dingo,Mayhem Intergalactic,"['Indie', 'Strategy']",9.99,2007.0
11340,Meridian4,Larva Mortus,"['Action', 'Indie']",4.99,2009.0
25830,Black Sea Studios Ltd,Knights of Honor,['Strategy'],9.99,2005.0
23460,Realmforge Studios,Ceville,"['Action', 'Adventure', 'Strategy']",5.99,2009.0
10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Empire: Total War™ - Special Forces Units &amp; Bonus Content,['Strategy'],2.99,2009.0
21010,Deadline Games,Watchmen: The End is Nigh,['Action'],4.99,2009.0
22180,Frictional Games,Penumbra Overture,"['Action', 'Adventure', 'Indie']",9.99,2007.0
13210,"Epic Games, Inc.",Unreal Tournament 3 Black,['Action'],19.99,2007.0
12640,Radon Labs,Drakensang,['RPG'],9.99,2009.0
21600,Certain Affinity™,Age of Booty™,"['Casual', 'Strategy']",0.0,2009.0
27020,Tale of Tales,The Graveyard,"['Indie', 'Simulation']",4.99,2008.0
24740,Criterion Games,Burnout Paradise: The Ultimate Box,['Racing'],19.99,2009.0
90047,Zombie Master Team,Zombie Master,['Action'],0.0,2009.0
26000,Twisted Pixel Games,The Maw,"['Action', 'Indie']",9.99,2009.0
26006,Twisted Pixel Games,The Maw: River Redirect,"['Action', 'Indie']",1.25,2009.0
26005,Twisted Pixel Games,The Maw: Brute Force,"['Action', 'Indie']",1.25,2009.0
11330,IonFX,Obulis,"['Casual', 'Indie']",4.99,2009.0
27800,Llamasoft LTD,Space Giraffe,['Indie'],9.99,2009.0
9850,"InnoGlow,Stormregion,THQ Nordic",Codename: Panzers - Cold War,"['Simulation', 'Strategy']",14.99,2009.0
3600,SpinTop Games,Escape Rosecliff Island,['Casual'],4.99,2009.0
29580,ArenaNet®,Guild Wars Nightfall®,"['RPG', 'Massively Multiplayer']",19.99,2006.0
29540,ArenaNet®,Guild Wars® Game of the Year Edition,"['RPG', 'Massively Multiplayer']",19.99,2005.0
29560,ArenaNet®,Guild Wars Factions®,"['RPG', 'Massively Multiplayer']",19.99,2006.0
29570,ArenaNet®,Guild Wars Trilogy,"['Massively Multiplayer', 'RPG']",29.99,2008.0
23700,Infinite Interactive,Puzzle Kingdoms,['Casual'],14.99,2009.0
16060,MumboJumbo,Samantha Swift and the Golden Touch,['Casual'],9.99,2009.0
1930,Reality Pump Studios,Two Worlds Epic Edition,['RPG'],9.99,2009.0
18470,Spellbound,Helldorado,['Strategy'],9.99,2009.0
7510,Gaijin Entertainment,X-Blades,"['Action', 'Adventure', 'RPG']",9.99,2009.0
22200,ACE Team,Zeno Clash,"['Action', 'Indie']",9.99,2009.0
26007,Twisted Pixel Games,The Maw: Speeder Lane,['Indie'],1.25,2009.0
25900,1C Company,King's Bounty: The Legend,"['RPG', 'Strategy']",6.99,2008.0
16200,Last Day of Work,Virtual Families,"['Casual', 'Simulation']",9.99,2009.0
7840,Sky Fallen,Death Track®: Resurrection,['Racing'],2.99,2009.0
8890,Irrational Games,Freedom Force vs. the Third Reich,"['RPG', 'Strategy']",4.99,2005.0
8880,Irrational Games,Freedom Force,"['RPG', 'Strategy']",4.99,2002.0
34500,SaintXi,Light of Altair,"['Indie', 'Simulation', 'Strategy']",14.99,2009.0
1280,Darklight Games,Darkest Hour: Europe '44-'45,"['Action', 'Simulation']",0.0,2009.0
10150,Radical Entertainment,Prototype™,"['Action', 'Adventure']",19.99,2009.0
29160,Erik Svedäng,Blueberry Garden,"['Adventure', 'Indie']",4.99,
12470,Ascaron Entertainment ltd.,Port Royale 2,['Strategy'],4.99,2004.0
22340,Headfirst Productions,Call of Cthulhu®: Dark Corners of the Earth,,4.99,2006.0
22330,Bethesda Game Studios,The Elder Scrolls IV: Oblivion® Game of the Year Edition,['RPG'],14.99,2007.0
22320,Bethesda Game Studios,The Elder Scrolls III: Morrowind® Game of the Year Edition,['RPG'],14.99,2002.0
900883,Bethesda Game Studios®,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,,19.99,2009.0
12440,Deck 13,Ankh 2: Heart of Osiris,['Adventure'],4.99,2007.0
32710,NovaLogic,Armored Fist 3,['Simulation'],9.99,1999.0
32740,NovaLogic,MiG-29 Fulcrum,['Simulation'],9.99,1998.0
12460,Mascot Entertainment,BC Kings,['Strategy'],4.99,2008.0
21980,Techland,Call of Juarez®: Bound in Blood,['Action'],9.99,2009.0
31860,HeR Interactive,Nancy Drew®: Legend of the Crystal Skull,['Adventure'],6.99,2007.0
31900,HeR Interactive,Nancy Drew®: The Creature of Kapu Cave,['Adventure'],6.99,2006.0
31920,HeR Interactive,Nancy Drew®: The Phantom of Venice,['Adventure'],6.99,2008.0
31930,HeR Interactive,Nancy Drew®: The White Wolf of Icicle Creek,['Adventure'],6.99,2007.0
35800,Digital Eel,BRAINPIPE: A Plunge to Unhumanity,"['Casual', 'Indie']",0.0,2008.0
12690,,Hunting Unlimited 2010,"['Simulation', 'Sports']",9.99,2009.0
31170,Telltale Games,Tales of Monkey Island Complete Pack,['Adventure'],19.99,2009.0
21660,Capcom,Street Fighter® IV,['Action'],19.99,2009.0
6080,Frontier,Thrillville®: Off the Rails™,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",9.99,2007.0
6010,LucasArts,Indiana Jones® and the Fate of Atlantis™,['Adventure'],5.99,1992.0
6090,Planet Moon Studios,Armed and Dangerous®,['Action'],5.99,2003.0
6060,Pandemic Studios,"Star Wars: Battlefront 2 (Classic, 2005)",['Action'],9.99,2005.0
32310,LucasArts,Indiana Jones® and the Last Crusade™,['Adventure'],5.99,1989.0
32330,Traveller's Tales,LEGO® Indiana Jones™: The Original Adventures,"['Action', 'Adventure']",19.99,2008.0
32360,LucasArts,The Secret of Monkey Island: Special Edition,['Adventure'],9.99,2009.0
35300,GFI Russia,Warfare,['Strategy'],12.99,2008.0
35310,Targem Games,Clutch,"['Action', 'Racing']",9.99,2009.0
31980,HeR Interactive,Nancy Drew®: Ransom of the Seven Ships,['Adventure'],6.99,2009.0
31990,Her Interactive,Nancy Drew®: Ransom of the Seven Ships Demo,['Adventure'],0.0,2009.0
10140,Wanako Games,3D Ultra™ Minigolf Adventures,['Sports'],9.99,2006.0
10100,Sierra,King's Quest™ Collection,['Adventure'],19.99,2006.0
10130,Saber Interactive,TimeShift™,['Action'],19.99,2007.0
10110,Sierra,Space Quest™ Collection,['Adventure'],19.99,2006.0
1256,Tripwire Interactive,Killing Floor Outbreak Character Pack,['Action'],7.99,2009.0
10120,Artech Studios,Aces of the Galaxy™,"['Action', 'Casual']",9.99,2008.0
33520,"PopTop Software,BreakAway Games,Frog City Software",Tropico Reloaded,"['Simulation', 'Strategy']",6.99,2009.0
3610,SpinTop Games,Mystery P.I. - Lost in Los Angeles,['Casual'],4.99,2009.0
21680,Capcom,Bionic Commando: Rearmed,['Action'],9.99,2008.0
21670,Capcom,Bionic Commando,"['Action', 'Adventure']",9.99,2009.0
21030,Deadline Games,Watchmen: The End is Nigh Part 2,['Action'],4.99,2009.0
36000,Sakari Indie,Foreign Legion: Buckets of Blood,"['Action', 'Indie']",4.99,2009.0
32370,"BioWare,Aspyr (Mac)",STAR WARS™ - Knights of the Old Republic™,"['Adventure', 'RPG']",9.99,2003.0
29180,Hemisphere Games,Osmos,"['Indie', 'Casual']",9.99,2009.0
38410,Black Isle Studios,Fallout 2: A Post Nuclear Role Playing Game,['RPG'],9.99,1998.0
38420,14° East,Fallout Tactics: Brotherhood of Steel,['Strategy'],9.99,2001.0
38430,Xatrix Entertainment,Kingpin — Life of Crime,['Action'],9.99,1999.0
38440,Shiny Entertainment,Sacrifice,,9.99,2000.0
35050,IO Interactive,Mini Ninjas Demo,"['Action', 'Adventure']",0.0,2009.0
31180,Telltale Games,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,['Adventure'],19.99,2009.0
37960,iWin,Jewel Quest Pack,['Casual'],19.99,2009.0
38000,iWin,Mahjong Quest Collection,['Casual'],9.99,2009.0
37400,Size Five Games,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack","['Adventure', 'Indie']",4.99,2009.0
13570,Ubisoft Montreal,Tom Clancy's Splinter Cell Chaos Theory®,['Action'],9.99,2005.0
11390,,Crash Time 2,"['Action', 'Racing']",9.99,2009.0
34420,Unicorn Games Studio,XIII Century – Gold Edition,['Strategy'],4.99,2009.0
43100,Blue Fang,World of Zoo,['Simulation'],14.99,2009.0
33730,,18 Wheels of Steel: Extreme Trucker,['Simulation'],9.99,2009.0
35000,IO Interactive,Mini Ninjas,"['Action', 'Adventure']",9.99,2009.0
39392,"Freeze Tag Inc.,iQ212",Freeze Tag Fun Pack #2,['Casual'],19.99,2009.0
39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",Freeze Tag Fun Pack #1,['Casual'],19.99,1999.0
37600,"Vectorpark, Inc.",Windosill,"['Adventure', 'Casual', 'Indie']",2.99,2009.0
24029,All Aboard,Train Simulator: Colton &amp; Northern Route Add-On,['Simulation'],24.99,2009.0
32140,MumboJumbo,Midnight Mysteries,"['Adventure', 'Casual']",9.99,2009.0
31190,Telltale Games,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,['Adventure'],19.99,2009.0
32770,NovaLogic,Joint Operations: Combined Arms Gold,['Action'],19.99,2009.0
208306,Dovetail Games,Train Simulator: US Loco &amp; Asset Pack,['Simulation'],17.99,2009.0
37300,PlayFirst,DinerTown Tycoon,['Simulation'],9.99,2009.0
